challenger_id,scenario_index,cost,peak,throughput
challenger_a,0,-0.32325133254130178,1.2192804981817442,-1.2998414569246479
challenger_a,1,2.1093406824316241,1.0688073326135332,1.294490941844479
challenger_a,2,1.9842086682844307,-0.95537671364514432,1.6843297302951608
challenger_a,3,0.96956397033751907,1.7551007505912057,-0.14285293649509545
challenger_a,4,1.7755156224638495,-1.3305912636665698,1.3891677035313332
challenger_a,5,1.9832111410601232,0.47764129648508036,1.575572474913139
challenger_a,6,2.1460219561944243,-1.4245718486869805,1.3901474783928209
challenger_a,7,2.9441195540701455,-0.12401246236977843,0.8671425217077785
challenger_a,8,2.0867591735291966,0.041406832607068039,0.49595843934833805
challenger_a,9,0.62838668504222683,0.9390177489465229,-0.13989516897533075
challenger_a,10,0.73331479793443766,-1.8505228525862434,-0.57448433168139668
challenger_a,11,0.21068131158297632,-0.64043831804378593,0.17615952184188804
challenger_a,12,1.0609146470908404,1.1538375787266906,0.75153413465540653
challenger_a,13,2.0342003679973666,1.2506676537124646,1.6546319399506253
challenger_a,14,2.6159037147811683,0.26859900281008031,-0.95526684595941991
challenger_a,15,2.0815631079214807,-0.8025678435286614,0.12175232524953694
challenger_a,16,1.6942033804654453,0.86469801789605183,1.1357636166248661
challenger_a,17,0.31964510169254023,0.12450136901288594,0.3631446441382532
challenger_a,18,0.16258513008755693,-1.6188347997592605,-0.4984489007236077
challenger_a,19,1.6114559338502246,0.81429890122101922,0.58460454144232421
challenger_a,20,1.7561278581697763,0.4830097821734296,0.34170217129942582
challenger_a,21,-1.8297279098061103,-2.1899063162167711,-1.9856402289192139
challenger_a,22,0.72909226170127917,-0.16367825899001365,-0.23804225416663524
challenger_a,23,1.1025106214779219,-0.53577514484171318,0.01569887291758762
challenger_a,24,1.4788761956400387,0.36675113015952632,-0.19162299330236335
challenger_a,25,0.082682187859713485,0.8517938005413348,0.61907444934344791
challenger_a,26,0.63664326555181416,0.76577537577296539,-0.51531264657158982
challenger_a,27,1.3700234088406675,-0.28460262776901019,0.420074137822952
challenger_a,28,0.028880286289744594,0.35359701982293512,0.96129671253720372
challenger_a,29,2.5719204443555439,0.50043432201107896,-0.16528656850729787
challenger_a,30,2.2850125919203927,-1.1903413371536467,1.4265899198943324
challenger_a,31,0.23350551904558114,-0.46188996904904778,-1.6679851895325206
challenger_a,32,1.6908234650474558,1.4243328364441308,0.11582691048096558
challenger_a,33,-0.74702857967001379,1.4361747949489871,0.43344963625083621
challenger_a,34,2.6491771919828881,-0.42255188833940227,-0.26458561547856729
challenger_a,35,3.2653224517366928,0.080480532291675955,0.82779978896875395
challenger_a,36,2.4497180837770713,2.9754401998287996,-0.00042469718066578954
challenger_a,37,2.0861463171784322,-0.85640263717570619,-0.90152515013476975
challenger_a,38,0.78109968256123619,-0.98705737716331698,0.11634080810757239
challenger_a,39,0.50751898913965965,-1.2192702363005405,0.083225013945136705
challenger_a,40,0.36055379304748858,0.69922179823610087,0.022472469361491526
challenger_a,41,2.1890298020380383,0.56566911290779343,0.43778406711494999
challenger_a,42,3.8067557277622566,0.46944708902857823,0.64525797385631567
challenger_a,43,1.0662263826427332,-0.0067364040984592144,-0.19584374805753177
challenger_a,44,1.7680368808355191,-0.31095410531245093,-1.4309533762589637
challenger_a,45,0.48375844367135223,-0.43512962251211484,0.76906367813049858
challenger_a,46,0.79523526815509316,1.2008497253020547,0.14641315229093355
